instance,best_known_cost,cost,elapsed_seconds,algo,pivot,neighborhood,sol_start,solution
N-t70d11xn_250,15207063,14680683,4.30754,vnd,best,['exchange'],c_and_w,
N-t70d11xn_250,15207063,14784106,9.35553,vnd,best,['insert'],random,
N-t70d11xn_250,15207063,14743072,5.87242,vnd,best,['insert'],c_and_w,
N-t70d11xx_250,16040574,11072864,0.000323,vnd,first,['transpose'],random,
N-t70d11xx_250,16040574,12897061,0.000279,vnd,first,['transpose'],c_and_w,
N-t70d11xx_250,16040574,15546031,25.4547,vnd,first,['exchange'],random,
N-t70d11xx_250,16040574,15592274,24.8469,vnd,first,['exchange'],c_and_w,
N-t70d11xx_250,16040574,15444172,10.5183,vnd,first,['insert'],random,
N-t70d11xx_250,16040574,15422850,8.97157,vnd,first,['insert'],c_and_w,
N-t70d11xx_250,16040574,11066730,0.000628,vnd,best,['transpose'],random,
N-t70d11xx_250,16040574,12816350,0.000846,vnd,best,['transpose'],c_and_w,
N-t70d11xx_250,16040574,15410487,3.94014,vnd,best,['exchange'],random,
N-t70d11xx_250,16040574,15483777,4.37982,vnd,best,['exchange'],c_and_w,
N-t70d11xx_250,16040574,15510364,7.37143,vnd,best,['insert'],random,
N-t70d11xx_250,16040574,15544153,7.51889,vnd,best,['insert'],c_and_w,
N-t70f11xx_250,13586135,9498122,0.000351,vnd,first,['transpose'],random,
N-t70f11xx_250,13586135,10662331,0.000283,vnd,first,['transpose'],c_and_w,
N-t70f11xx_250,13586135,13162843,17.3232,vnd,first,['exchange'],random,
N-t70f11xx_250,13586135,13245075,21.7888,vnd,first,['exchange'],c_and_w,
N-t70f11xx_250,13586135,13112308,7.46525,vnd,first,['insert'],random,
N-t70f11xx_250,13586135,13024640,6.94428,vnd,first,['insert'],c_and_w,
N-t70f11xx_250,13586135,9507997,0.000762,vnd,best,['transpose'],random,
N-t70f11xx_250,13586135,10636721,0.000813,vnd,best,['transpose'],c_and_w,
N-t70f11xx_250,13586135,13023711,2.27127,vnd,best,['exchange'],random,
N-t70f11xx_250,13586135,12983472,2.86,vnd,best,['exchange'],c_and_w,
N-t70f11xx_250,13586135,13064742,7.11864,vnd,best,['insert'],random,
N-t70f11xx_250,13586135,13109176,3.76635,vnd,best,['insert'],c_and_w,
N-t70l11xx_250,1113128,673879,0.000109,vnd,first,['transpose'],random,
N-t70l11xx_250,1113128,811311,9.1e-05,vnd,first,['transpose'],c_and_w,
N-t70l11xx_250,1113128,1087354,22.13,vnd,first,['exchange'],random,
N-t70l11xx_250,1113128,1090465,20.1241,vnd,first,['exchange'],c_and_w,
N-t70l11xx_250,1113128,1067806,6.07101,vnd,first,['insert'],random,
N-t70l11xx_250,1113128,1062957,2.82859,vnd,first,['insert'],c_and_w,
N-t70l11xx_250,1113128,673716,0.000293,vnd,best,['transpose'],random,
N-t70l11xx_250,1113128,810428,0.000261,vnd,best,['transpose'],c_and_w,
N-t70l11xx_250,1113128,1074060,3.80494,vnd,best,['exchange'],random,
N-t70l11xx_250,1113128,1084689,3.69364,vnd,best,['exchange'],c_and_w,
N-t70l11xx_250,1113128,1077542,4.69709,vnd,best,['insert'],random,
N-t70l11xx_250,1113128,1073033,6.42727,vnd,best,['insert'],c_and_w,
N-t70n11xx_250,2444390,1659219,0.000311,vnd,first,['transpose'],random,
N-t70n11xx_250,2444390,1889297,0.000261,vnd,first,['transpose'],c_and_w,
